Riccardo's Pizza,522 Saddle River Rd,Saddle Brook,7663,NJ,40.90908,-74.09194,,
Galaxy Restaurant Inc,5240 Cemetery Rd,Hilliard,43026,OH,40.03056,-83.15628,,
Lebel Pizza,5254 Market St,Philadelphia,19139,PA,39.959928,-75.225917,,
Jona's Pizza,544 Arthur Godfrey Rd,Miami Beach,33140,FL,25.81385,-80.130264,,
Valentino Pizza I,5536 Torresdale Ave,Philadelphia,19124,PA,40.015196,-75.064006,,
Joey Nova's Pizzeria and Grilled Subs,5655 Manitou Rd,Excelsior,55331,Deephaven,44.90125519,-93.58864255,0,25
Il Primo Pizza Wings,5781 Lee Blvd,Lehigh Acres,33971,FL,26.620066,-81.766235,,
Bodrum Turkish Mediterranean,584 Amsterdam Ave,New York,10024,Nyc,40.789205,-73.973906,0,30
Carbone's Pizzeria,5988 Osgood Ave N,Stillwater,55082,Oak Park Hts,45.03519,-92.80751,,
Gianni's Pizza & Wings,6 E Main St,Frostburg,21532,MD,39.657292,-78.927998,,
Wolfgangpuck Pizza | Bar,607 Green Valley Rd,Greensboro,27408,Guilford Courthouse National,36.08426504,-79.82945268,25,40
Sal's Italian Ristorante,6280 W Sample Rd,Pompano Beach,33067,FL,26.2728931,-80.21054362,,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,7481,NJ,41.010715,-74.1728,,
Roma Bistro,655 5th Ave S,Naples,34102,FL,26.141817,-81.79815,0,30
Dobro's,658 W New York Ave Deland,Deland,32720,FL,29.02760214,-81.31568232,,
Kingston Pizza,659 W Main Rd,Middletown,2842,RI,41.520603,-71.29902,,
Vinny's New York Pizza & Grill,6590 Sugarloaf Pkwy,Duluth,30097,GA,33.99702659,-84.0932849,25,40
Drkula's 32 Bowl,6710 Cahill Ave,Inver Grove Heights,55076,South St Paul,44.852216,-93.043867,25,40
Pizza Nora,6987 Hamner Ave,Corona,92880,CA,33.96148,-117.55834,,
Johnny Brusco Pizza,700 S E Walton Blvd,Bentonville,72712,AR,36.3352232,-94.20257335,,
Jerry's Pizza,701 S Broad St,Trenton,8611,Hamilton Twp,40.20799,-74.75296,,
Frank's Pizzeria,711 N 132nd St,Omaha,68154,NE,41.266346,-96.119545,,
Giovanni's Pizza,715 Greenup Ave,Ashland,41101,Bellefonte,38.48406672,-82.648404,,
Johnny's Pizza,717 Sterlington Hwy,Farmerville,71241,LA,32.77083563,-92.39532123,,
Austin's Pizza,7301 N Fm 620,Austin,78726,TX,30.405542,-97.853065,,
Manhattan In The Desert - Palm Desert,74 225 Hwy 111,Palm Desert,92260,CA,33.720967,-116.368336,0,30
Fred's Rivertown Alehouse,1114 1st St,Snohomish,98290,Larimers Corner,47.91148517,-122.0966225,25,40
Mellow Mushroom - Kennesaw,1133 Chastain Rd N W,Kennesaw,30144,GA,34.0303513,-84.5830663,0,30
Mellow Mushroom,1167 Broad St,Augusta,30901,GA,33.47814,-81.9723,,
Romeo S Pizza,117 Broad St,Staten Island,10304,NY,40.624927,-74.079217,,
Bikram's Yoga College of India,119 W Phoenix Ave,Flagstaff,86001,AZ,35.197012,-111.651724,,
Vecchia - Wayne,134 N Wayne Ave,Wayne,19087,Saint Davids,40.045304,-75.388245,0,30
Louie's Bar Restaurant,13825 Britton Park Rd,Fishers,46038,IN,39.987186,-86.00644,,
Sea Salt,1709 E 1300 S,Salt Lake City,84108,Salt Lake Cty,40.741854,-111.841928,50,55
Little Italy Pizza Deli,180 Varick St,New York,10014,Nyc,40.7275977,-74.0051425,25,40
Bertucci's,194 Buckland Hills Dr,Manchester,6042,CT,41.80686,-72.54589,,
Thirsty Lion Gastropub & Grill – Tempe,2000 E Rio Salado Pkwy,Tempe,85281,AZ,33.43374,-111.901381,0,30
Imo's Pizza,2000 El Lago Dr,Arnold,63010,MO,38.40468,-90.38609,,
Nanuet Restaurant,211 Main St,Nanuet,10954,NY,41.08931,-74.01372,0,25
Casa Bianca Pizza,217 Campbell Ave,West Haven,6516,N Haven,41.264423,-72.94697,,
Jerry's Pizza & Subs,924 W 436,Altamonte Springs,32714,FL,28.664397,-81.420065,,
Citiline Deli 7,13430 Northwest Fwy,Houston,77040,Bammel,29.850266,-95.506883,0,25
Famous Pizza of West Warwick,1738 Main St,West Warwick,2893,RI,41.68287,-71.52502,,
Penn State Sub Shop #3,1788 N Atherton St,State College,16803,PA,40.80853025,-77.90099013,0,25
Angela's Pizza,192 Islip Ave,Islip,11751,Islip Manor,40.737167,-73.20800486,,
Eleni's Restaurant,2136 Middle Country Rd,Centereach,11720,NY,40.858307,-73.08756,0,25
Pino's On Main Pizza,2511 N Main St,Rockford,61103,IL,42.29963,-89.07714,,
Fazoli's,1730 E Highland Dr,Jonesboro,72401,AR,35.82161,-90.68704,,
Mama Mia's - Hollywood,1818 S Young Cir,Hollywood,33020,FL,26.010374,-80.14375,0,30
Pizza Chef,1904 N Division St,Davenport,52804,IA,41.53828,-90.60105,,
Deangelo's,2620 E Third St,Bloomington,47401,IN,39.164175,-86.499324,0,30
Baba Louie's,286 Main St,Great Barrington,1230,N Egremont,42.19469,-73.362096,,
Firestone's,105 N Market St,Frederick,21701,MD,39.415945,-77.410767,31,50
Saltwater Cafe,1071 Tamiami Trl N,Nokomis,34275,FL,27.138311,-82.45822,0,30
Villa Enrico,11 01 43rd Ave,Long Island City,11101,Queens,40.752052,-73.947544,31,50
L'allegria Restaurant,11 Prospect St,Madison,7940,NJ,40.75700689,-74.41375476,50,55
Chester's Kitchen & Bar,111 S Broadway,Rochester,55904,MN,44.022108,-92.463289,25,40
Izakaya Bincho,112 Internatl Boardwalk,Redondo Beach,90277,CA,33.8315,-118.385,,
Terramia Ristorante,1150 Douglas Ave,Altamonte Springs,32714,FL,28.68731,-81.391533,0,30
Toscana,11633 San Vicente Blvd,Los Angeles,90049,Brentwood,34.054242,-118.46324,,
Glutenfree Things,11651 W 64th Ave,Arvada,80004,CO,39.812937,-105.129404,,
Aj's Pizza,12 Main St,Butler,7405,Fayson Lakes,41.00364925,-74.33517983,,
Bulls Head Inn,120 Sarah Wells Trl,Campbell Hall,10916,NY,41.4458,-74.23132,50,55
Cici's Pizza,1202 Kingwood Dr,Kingwood,77339,TX,30.04884,-95.23827,,
Foodies,121 Firefighters Memorial Dr,Fort Montgomery,10922,NY,41.32389,-73.98722,,
Jake's Italian Bistro & Brew,12170 4th St,Yucaipa,92399,CA,34.03250722,-117.052255,0,25
Baldinelli Pizza,12326 W 143rd St,Homer Glen,60491,IL,41.62928,-87.91965,,
Zimorino's Red Pies Over Montana,1250 W Broadway St,Missoula,59802,MT,46.877681,-114.012118,,
Cafe Taylor,126 S Main St,Lancaster,29720,SC,34.71916,-80.77014,,
Delosa's Pizza,12800 Village Blvd,Saint Petersburg,33708,North Redington Beach,27.78536085,-82.78193541,0,25
Georgio's Oven Fresh Pizza Co,1282 Som Center Rd,Cleveland,44124,Mayfield Hts,41.52520328,-81.43901189,,
Caffe Il Cipresso,130 Middlesex Rd,Tyngsboro,1879,MA,42.66609882,-71.41250475,50,55
Big Daddy's Pizza,1300 N Charlotte St,Pottstown,19464,PA,40.26540832,-75.62675398,,
Oh' Brian's on the Green,1300 Raritan Rd,Clark,7066,NJ,40.633867,-74.309443,0,30
Eduardo's,1304 N Highway 81,Duncan,73533,OK,34.519794,-97.96685,,
Mi Amore Pizza & Pasta,1321 N H St,Lompoc,93436,CA,34.660363,-120.459135,,
Briatore,13238 N E 20th St,Bellevue,98005,WA,47.628066,-122.157675,25,40
American Pie,13440 22 Mile Rd,Utica,48315,MI,42.65518344,-82.99560353,,
Medway Village Pizza,135 Village St,Medway,2053,MA,42.140137,-71.39677,,
Paesano's Pizza,1370 Dixwell Ave,Hamden,6514,CT,41.35037,-72.93177,,
Sluggers Sports Bar,14 E 10th St,Erie,16501,PA,42.12574064,-80.08198836,0,25
Gina Maria's Pizza,1400 County Road 101 N,Minneapolis,55447,MN,44.99395,-93.50191,,
Park West Diner Cafe,1400 Us Highway 46,Little Falls,7424,Great Notch,40.88429673,-74.21228361,25,40
Nostrana,1401 S E Morrison,Portland,97214,OR,45.517694,-122.651122,31,50
Jean Kay's Pasties & Subs,1635 Presque Isle Ave,Marquette,49855,MI,46.56016543,-87.39631,0,25
Paris Cafe,16607 Champion Way,Sandy,97055,OR,45.40385,-122.29588,25,40
Lunello's Montville Inn,167 Rte 202,Montville,7045,Montville Township,40.915166,-74.378649,,
Satsuma,1707 Delaware Ave,Wilmington,19806,DE,39.7583638,-75.5626631,0,30
Sonny's Delite,1730 Essington Rd,Joliet,60435,Cresthill,41.553273,-88.161248,0,25
Cafe Zucchero,1731 India St,San Diego,92101,CA,32.7235,-117.1682,25,40
Russo's Pizza,1760 44th St S W,Wyoming,49519,MI,42.88401467,-85.70610523,,
Fiamma Wood Fire Tavern,18 Clark Pl,Mahopac,10541,Lake Mahopac,41.371136,-73.73884,,
Zi's Pizza,1809 1 W Anderson Ln,Austin,78757,TX,30.353264,-97.725494,,
Tomato & Basil,1876 Black Rock Tpke,Fairfield,6825,CT,41.18031,-73.247734,,
Salerno's Pizza Restaurant,19 Kelly St,Luzerne,18709,PA,41.285007,-75.898346,,
Pizza Time,190 Moser Rd,Pottstown,19464,PA,40.23905,-75.62148,,
Nordstrom The Plaza At King of Prussia,190 N Gulph Rd,King Of Prussia,19406,PA,40.085681,-75.39239,,
Casino's Pizza,190 N Swift Rd,Addison,60101,IL,41.9317,-88.0421,,
Clavio's Eatery,1908 5th Ave,River Grove,60171,IL,41.913864,-87.84048,,
Ken Stewart's Grille,1970 W Market St,Akron,44313,OH,41.113334,-81.578683,31,50
The Melting Pot - Boise,200 N 6th St,Boise,83702,ID,43.61531,-116.199778,31,50
Francesca's By The River,200 S Second St,Saint Charles,60174,Valley View,41.911618,-88.315056,0,30
Copeland's Cheescake Bistro,2001 Saint Charles Ave,New Orleans,70130,LA,29.93543034,-90.07900715,25,40
Ogle's Brick Oven Pizza,201 Oglewood Ln,Gatlinburg,37738,TN,35.72038292,-83.4984109,,
Susie's Pizza Inc,203 S Sandusky Ave,Upper Sandusky,43351,OH,40.8256,-83.2813,,
Dancing Marlin,20590 S Lagrange Rd,Frankfort,60423,IL,41.51762,-87.852638,0,30
Bagel Street Cafe,208 Northgate One,San Rafael,94903,Santa Venetia,38.00764,-122.5459,0,25
Two Mamas Gourmet,211 N Cortez,Prescott,86301,AZ,34.544838,-112.4684639,,
The Melting Pot - Albuquerque,2201 Uptown Loop N E,Albuquerque,87110,NM,35.102334,-106.565335,31,50
Terrace Bagel,222 And 222a Prospect W,Brooklyn,11215,NY,40.66001973,-73.980779,0,25
Zoës Kitchen,222 W Campbell Rd,Richardson,75080,TX,32.975947,-96.720418,25,40
The Melting Pot - St Petersburg,2221 4th St N,Saint Petersburg,33704,FL,27.79232,-82.638387,31,50
Pasquale's,224 Harper Park Dr,Beckley,25801,WV,37.79259,-81.21916,25,40
Prince Pizza,22507 Plymouth Rd,Redford,48239,MI,42.37159,-83.26215,,
The Dining Room @ The Woodlands Resort,2301 Milbend,Spring,77380,TX,30.1481689,-95.4735434,0,30
Chi Chi's Pizza,23043 Soledad Canyon Rd,Santa Clarita,91350,Bouquet Canyon,34.42304931,-118.5399163,25,40
Baratta's,2320 S Union St,Des Moines,50315,IA,41.56511447,-93.6164546,25,40
Pepe Rosso 24,24 Manorhaven Blvd,Port Washington,11050,Baxter Estates,40.84218532,-73.70950493,25,40
The Marina,2404 Sunnyside Dr,Cadillac,49601,MI,44.232479,-85.448498,,
Mama Pepino's Pizza,2417 Oneil Blvd,Mckeesport,15131,PA,40.351893,-79.82724,,
Freshii,2420 Columbia House Blvd,Vancouver,98661,WA,45.618797,-122.64629,,
The Melting Pot - Westwood,250 Center Ave,Westwood,7675,Rivervale,40.9921,-74.0316,31,50
Cart-driver,2500 Larimer St,Denver,80205,CO,39.75756739,-104.9861111,25,40
Tiffany's Pizza,25066 Telegraph Rd,Flat Rock,48134,Brownstown Twp,42.12325,-83.27602,,
Giadas Italian Cucina,2540 Anthem Village Dr,Henderson,89052,NV,35.979954,-115.098785,50,55
Minervas,257 Main St,Wareham,2571,MA,41.75920526,-70.71649555,,
The British Beer Company,263 Grand Ave,Falmouth,2540,MA,41.54532139,-70.59689987,25,40
C19,267 S 19th St,Philadelphia,19103,Phila,39.948228,-75.172549,0,30
Dewolf Tavern,267 Thames St,Bristol,2809,RI,41.6704999,-71.2782374,31,50
Visconti's Ristorante,2700 E Bidwell St,Folsom,95630,Mormon Island,38.65681171,-121.1253405,25,40
Weissgerber's Gasthaus,2720 N Grandview Blvd,Waukesha,53188,WI,43.037682,-88.256124,0,30
Tea For Two Lite,2811 Nostrand Ave,Brooklyn,11229,NY,40.61569,-73.944496,,
The Loophole,2817 Maybank Hwy,Johns Island,29455,Seabrook Island,32.74283012,-80.03881369,,
Saute,2844 Hudson St,Baltimore,21224,MD,39.28234924,-76.57568604,25,40
Dioli's Italian Market,2898 Reynolda Rd,Winston Salem,27106,Oldtown,36.144259,-80.300566,,
Brothers 2,2901 Watson Blvd,Endicott,13760,Crestview Heights,42.11067,-76.02803,25,40
USA Doors Gates Svc,295 Mare Island Way,Vallejo,94590,CA,38.1012,-122.2639,25,40
Massey's Pizza,2970 Sullivant Ave,Columbus,43204,Valleyview,39.9435,-83.07793,,
Tastee Corner,30 20 30th Ave,Astoria,11102,Queens,40.76688552,-73.92162949,0,25
The Melting Pot - White Plains,30 Mamaroneck Ave,White Plains,10601,NY,41.031888,-73.766497,31,50
Pizza Time,30 Metacom Dr,Simsbury,6070,CT,41.88858,-72.775314,,
John's of 12th Street,302 E 12th St,New York,10003,Manhattan,40.7306862,-73.9854965,25,40
Soulshine Pizza Factory,308 S Lamar Blvd,Oxford,38655,MS,34.365494,-89.51891,,
Fazoli's,315 S College Mall Rd,Bloomington,47401,IN,39.16349566,-86.497757,0,25
Mo's Pub Eatery,317 2nd St,Langley,98260,WA,48.03972,-122.41025,,
Moonlight Cafe,4140 Carlisle Rd,Dover,17315,Davidsburg,39.996444,-76.8451799,0,30
Harper's Sandwiches Such,4390 Summit Bridge Rd,Middletown,19709,DE,39.515034,-75.7123,,
California Pizza Kitchen - Nyc,440 Park Ave S,New York,10016,Nyc,40.744049,-73.983838,25,40
Laveranda Ristorante Italiano,444 Railroad Ave,Pittsburg,94565,West Pittsburg,38.03224332,-121.8839358,25,40
Minnetonka Drive In,4658 Shoreline Dr,Spring Park,55384,MN,44.9367192,-93.64211798,0,25
Nick's Pizzeria,47 S Main St,Williamstown,8094,Collings Lakes,39.68589,-74.99495,,
Roadhouse Cafe,478 South St,Hyannis,2601,MA,41.64827787,-70.29134463,,
Dennisport House of Pizza,481 Main St,Dennis Port,2639,MA,41.66548,-70.13004,,
Kennebunk House Of Pizza,5 York St,Kennebunk,4043,ME,43.38404,-70.54453,,
Manor House Restaurant,500 Main St,Blowing Rock,28605,Bamboo,36.1325969,-81.6754141,25,40
Mattress Factory Museum,500 Sampsonia Way,Pittsburgh,15212,Pitt,40.4571477,-80.012187,,
The Melting Pot - Myrtle Beach,5001 N Kings Hwy,Myrtle Beach,29577,SC,33.724326,-78.845855,31,50
Kefi,505 Columbus Ave,New York,10024,Nyc,40.785247,-73.972665,25,40
Pepperoni Express,506 Boston Tpke,Shrewsbury,1545,MA,42.276581,-71.718595,,
Barn Board Grill,517 Cherry Ln,Roberts,54023,WI,44.97764403,-92.55706353,0,25
T.j.'s Hero Shop,524 Mastic Rd,Mastic Beach,11951,Village Of Mastic Beach,40.78184351,-72.84762752,0,25
Vigilucci's Trattoria Italiana,530 N Coast Hwy 101,Encinitas,92024,Olivenhain,33.058706,-117.299861,0,30
La Fresca Pizza,5300 N Braeswood Blvd,Houston,77096,TX,29.67904,-95.47744,0,25
Pizza Masters,532 Broadway,Bayonne,7002,Pamrapo,40.66503492,-74.11728323,,
New York Pizzeria,5320 Highway 6,Missouri City,77459,TX,29.574793,-95.57549,,
Zpizza,5365 Alton Pkwy,Irvine,92604,CA,33.6713,-117.789,,
Cesco's Pizza,538 State Route 94 S,Newton,7860,Fredon Twp,41.0191605,-74.83715101,,
Pizza City,7408 Windsor Mill Rd,Windsor Mill,21244,MD,39.34125,-76.76138,,
Good Company Bar,7625 N Union Blvd,Colorado Springs,80920,Colorado Spgs,38.94356982,-104.7741287,25,40
Calabria Restaurant,80 S Main St,New City,10956,NY,41.144833,-73.9899,,
Greek's Pizzeria,8028 S Emerson Ave,Indianapolis,46237,IN,39.64946776,-86.08348131,,
Fresh Pizzeria,807 Rockville Pike,Rockville,20852,No Bethesda,39.07604301,-77.13852882,,
Milt's Pizza Place Llc,8122 Guide Meridian Rd,Lynden,98264,WA,48.936131,-122.4822271,,
Escape From New York Pizza,831 Middlefield Rd,Redwood City,94063,CA,37.48606,-122.22911,0,25
Tony's Mexican Grill,8699 Ogden Ave,Lyons,60534,IL,41.81621222,-87.83800252,,
The Cheesecake Factory,8701 Keystone Xing,Indianapolis,46240,Williams Crk,39.760594,-86.121101,25,40
Sabatino's Pizza,873 N 26th St,Philadelphia,19130,PA,39.97219,-75.17922,,
Stella Notte,8809 Baltimore National Pike,Ellicott City,21043,Oella,39.27898,-76.81683,,
Leon's Italian Bistro & Pizza,8890 Porter Rd,Niagara Falls,14304,Wheatfield,43.10204,-78.96175,25,40
Greek Grill,90 Summit Ave,Summit,7901,NJ,40.71758,-74.35624,,
Daddy's Pizza,902 13th St,Saint Cloud,34769,FL,28.24601,-81.27924,,
Lola's Bowl and Bistro,9045 Crawfordsville Rd,Indianapolis,46234,IN,39.815704,-86.32256,0,30
Sal Vito Pizza,910 Haddonfield Berlin Rd,Voorhees,8043,Echelon,39.845936,-74.97344,,
